uniprot,symbol,compartments,n_compartments
Q9BZM5,ULBP2,endoplasmic_reticulum;extracellular;plasma_membrane,3
Q12860-2,CNTN1,extracellular;plasma_membrane;vesicle,3
Q15836,VAMP3,cell junction;cytosol;endosome;golgi;plasma_membrane;synapse;vesicle,7
Q9P086,MED11,nucleus,1
Q14201-2,BTG3,nucleus,1
A5YKK6-2,CNOT1,cytosol;extracellular;nucleus;peroxisome,4
Q9NZN8,CNOT2,cytosol;nucleus;plasma_membrane,3
Q9ULM6,CNOT6,cytosol;nucleus,2
Q9UFF9,CNOT8,cytosol;nucleus,2
O95819-2,MAP4K4,cell junction,1
Q14106,TOB2,nucleus,1
P23786,CPT2,mitochondrion;nucleolus;nucleus,3
Q9HCK8-2,CHD8,nucleus,1
Q8WVF1-3,OSCP1,plasma_membrane,1
Q6ZRS2-2,SRCAP,golgi;nucleus,2
Q9UHW9-2,SLC12A6,plasma_membrane,1
Q9Y666-2,SLC12A7,plasma_membrane,1
Q14332,FZD2,cell junction;plasma_membrane;vesicle,3
Q86XT9,TMEM219,plasma_membrane,1
Q68CP4-2,HGSNAT,lysosome;plasma_membrane;vesicle,3
Q9Y5G1-2,PCDHGB3,plasma_membrane,1
Q9H254-4,SPTBN4,cell junction;cytoskeleton;cytosol;extracellular;nucleus;plasma_membrane;vesicle,7
P12830,CDH1,cell junction;cytoskeleton;endoplasmic_reticulum;endosome;extracellular;golgi;lysosome;nucleus;plasma_membrane;vesicle,10
Q6Q0C0,TRAF7,nucleus;vesicle,2
Q15785,TOMM34,cytosol;mitochondrion;nucleus,3
Q8N8S7-2,ENAH,cell junction;cytoskeleton;cytosol;plasma_membrane,4
O60610-2,DIAPH1,cytoskeleton;cytosol;nucleus;plasma_membrane;vesicle,5
Q12789-3,GTF3C1,nucleus,1
Q13352-2,ITGB3BP,cytosol;nucleus,2
Q7L3S4,ZNF771,nucleolus;nucleus,2
O75820-2,ZNF189,nucleus,1
Q9NR48-2,ASH1L,cell junction;nucleus,2
O15439-2,ABCC4,plasma_membrane;vesicle,2
P04114,APOB,cytosol;endoplasmic_reticulum;endosome;extracellular;lysosome;nucleus;plasma_membrane;vesicle,8
O15162,PLSCR1,cytosol;extracellular;golgi;nucleolus;nucleus;plasma_membrane;vesicle,7
Q8WWI5,SLC44A1,cytosol;extracellular;mitochondrion;nucleus;plasma_membrane;vesicle,6
Q8TB61-2,SLC35B2,endoplasmic_reticulum;golgi;nucleus,3
O96008,TOMM40,cytosol;mitochondrion,2
Q9UEW8,STK39,cytosol;nucleus,2
Q9Y2L5-2,TRAPPC8,cytosol;golgi;vesicle,3
Q9Y296,TRAPPC4,cell junction;cytosol;endoplasmic_reticulum;golgi;plasma_membrane;synapse;vesicle,7
O75865-2,TRAPPC6A,cytosol;endoplasmic_reticulum;golgi;vesicle,4
O43617,TRAPPC3,cytosol;endoplasmic_reticulum;golgi;vesicle,4
Q9H115,NAPB,cell junction;extracellular;plasma_membrane;synapse;vesicle,5
Q12846,STX4,cell junction;cytosol;endosome;extracellular;lysosome;plasma_membrane;synapse;vesicle,8
O60499-2,STX10,cell junction;golgi;synapse;vesicle,4
Q8N8L6,ARL10,mitochondrion,1
Q8N6S4,ANKRD13C,endoplasmic_reticulum;nucleus,2
O95166,GABARAP,cytoskeleton;cytosol;golgi;plasma_membrane;vesicle,5
Q6P2E9-2,EDC4,cytosol;nucleus,2
A6NNY8,USP27X,cytosol;nucleus,2
Q92878-2,RAD50,nucleus,1
Q8TCT0,CERK,plasma_membrane,1
Q6KC79-2,NIPBL,extracellular;nucleus;vesicle,3
O60763-2,USO1,cytoskeleton;cytosol;endoplasmic_reticulum;golgi;vesicle,5
P17544-2,ATF7,nucleus,1
P80303-2,NUCB2,cytosol;endoplasmic_reticulum;er_golgi_intermediate;extracellular;golgi;plasma_membrane;vesicle,7
P17535,JUND,nucleus,1
A6NKD9,CCDC85C,cell junction,1
Q15834,CCDC85B,cell junction;cytoskeleton;nucleus,3
Q9Y520-2,PRRC2C,cytosol,1
Q96DN6,MBD6,nucleolus;nucleus,2
Q6ZN30,BNC2,nucleolus;nucleus,2
P56182,RRP1,nucleolus;nucleus,2
Q5VTB9,RNF220,nucleus,1
Q96K12,FAR2,peroxisome,1
O75907,DGAT1,endoplasmic_reticulum;nucleus;plasma_membrane;vesicle,4
Q70CQ3,USP30,cytosol;mitochondrion;nucleus;peroxisome,4
Q9UBQ6,EXTL2,cytosol;endoplasmic_reticulum;extracellular;golgi;nucleus,5
Q9NZJ7-2,MTCH1,mitochondrion,1
P49641-3,MAN2A2,golgi,1
O43306-2,ADCY6,plasma_membrane,1
Q9GZU1,MCOLN1,endosome;golgi;lysosome;nucleus;plasma_membrane;vesicle,6
Q86XX4-2,FRAS1,extracellular;plasma_membrane,2
O00461,GOLIM4,endosome;golgi;vesicle,3
Q9NVV5-2,AIG1,plasma_membrane,1
Q96AE7,TTC17,cytoskeleton;plasma_membrane,2
Q06481-2,APLP2,endoplasmic_reticulum;extracellular;nucleus;plasma_membrane;vesicle,5
Q9NP72,RAB18,cytosol;endoplasmic_reticulum;golgi;nucleus;plasma_membrane;vesicle,6
P19823,ITIH2,endoplasmic_reticulum;extracellular;vesicle,3
O60462-2,NRP2,cell junction;extracellular;plasma_membrane;synapse,4
P20337,RAB3B,cell junction;endosome;extracellular;golgi;plasma_membrane;synapse;vesicle,7
P09486,SPARC,extracellular;nucleus;plasma_membrane;vesicle,4
P15291-2,B4GALT1,cell junction;extracellular;golgi;lysosome;plasma_membrane;vesicle,6
P48645,NMU,cell junction;extracellular;plasma_membrane;synapse,4
O43286,B4GALT5,golgi,1
O14981,BTAF1,nucleus,1
Q9UIA9,XPO7,nucleus,1
Q96N66-3,MBOAT7,endoplasmic_reticulum;mitochondrion;nucleus,3
O00429-2,DNM1L,cell junction;cytoskeleton;cytosol;endoplasmic_reticulum;golgi;mitochondrion;nucleus;peroxisome;plasma_membrane;synapse;vesicle,11
Q14671-2,PUM1,cytosol;nucleus,2
P55060-3,CSE1L,cytosol;extracellular;nucleus;vesicle,4
Q92538,GBF1,cytosol;er_golgi_intermediate;golgi,3
O43913,ORC5,cytosol;nucleus,2
Q9C0E2,XPO4,cytosol;nucleus,2
Q8TBA6-2,GOLGA5,golgi;vesicle,2
Q3SXM5,HSDL1,mitochondrion,1
Q9BTE7,DCUN1D5,cytoskeleton;nucleus,2
Q14534,SQLE,endoplasmic_reticulum;nucleus,2
Q9Y5L0-1,TNPO3,cytosol;nucleus,2
Q6YHU6-2,THADA,endoplasmic_reticulum;nucleus,2
Q8N3P4,VPS8,endosome;vesicle,2
Q6PJG6,BRAT1,cytosol;nucleus,2
Q2PZI1,DPY19L1,endoplasmic_reticulum;nucleus,2
Q8N201,INTS1,nucleus,1
P51798,CLCN7,lysosome,1
O00391-2,QSOX1,endoplasmic_reticulum;extracellular;golgi;vesicle,4
Q96KG9-2,SCYL1,cytoskeleton;cytosol;er_golgi_intermediate;golgi;nucleus;vesicle,6
O14757,CHEK1,cytoskeleton;cytosol;extracellular;nucleus,4
P17301,ITGA2,cell junction;plasma_membrane,2
P13612,ITGA4,cell junction;extracellular;plasma_membrane;vesicle,4
Q13501-2,SQSTM1,cytosol;endoplasmic_reticulum;endosome;extracellular;lysosome;nucleus;vesicle,7
Q13683-3,ITGA7,plasma_membrane,1
P63241-2,EIF5A,cytosol;endoplasmic_reticulum;nucleus,3
Q96RL7-2,VPS13A,endoplasmic_reticulum;endosome;golgi;lysosome;mitochondrion;nucleus;vesicle,7
Q9Y3P9,RABGAP1,cytoskeleton;cytosol,2
P61020,RAB5B,endosome;extracellular;plasma_membrane;vesicle,4
Q9HA65,TBC1D17,cytosol;endosome;vesicle,3
O43772,SLC25A20,cytosol;mitochondrion,2
Q658Y4,FAM91A1,golgi;vesicle,2
Q9H6K4,OPA3,mitochondrion,1
Q8NCM8-2,DYNC2H1,cytoskeleton;extracellular;golgi;nucleus;plasma_membrane;vesicle,6
Q05193-2,DNM1,cell junction;cytoskeleton;extracellular;plasma_membrane;synapse;vesicle,6
O60281-2,ZNF292,nucleus,1
Q15058,KIF14,cytoskeleton;cytosol;nucleus,3
Q9NX00,TMEM160,mitochondrion,1
Q92973-2,TNPO1,cytosol;extracellular;nucleolus;nucleus;plasma_membrane;vesicle,6
Q96BI1,SLC22A18,nucleus;plasma_membrane,2
Q53R41,FASTKD1,mitochondrion,1
Q8NEB9,PIK3C3,cytoskeleton;cytosol;endosome;lysosome;peroxisome;plasma_membrane;vesicle,7
Q9H0H0,INTS2,nucleus,1
Q9UBB6-2,NCDN,cell junction;cytosol;endosome;plasma_membrane;synapse;vesicle,6
P58004,SESN2,cytosol;lysosome,2
O00471,EXOC5,cytosol;vesicle,2
P21359-2,NF1,cytosol;nucleolus;nucleus;plasma_membrane,4
Q96KP1,EXOC2,cytosol;plasma_membrane;vesicle,3
Q9H900-2,ZWILCH,cytoskeleton;cytosol;nucleus,3
Q96Q15-2,SMG1,cytosol;nucleus,2
Q9Y2H6-2,FNDC3A,golgi,1
O00458,IFRD1,nucleus,1
Q14185,DOCK1,cell junction;cytosol;nucleus;plasma_membrane;synapse,5
Q14CZ7,FASTKD3,mitochondrion;nucleus,2
P48735,IDH2,extracellular;mitochondrion;vesicle,3
O14733-2,MAP2K7,cytosol;nucleus,2
Q6SZW1,SARM1,cell junction;cytoskeleton;cytosol;mitochondrion;plasma_membrane;synapse,6
O95140,MFN2,cytosol;mitochondrion,2
Q75T13,PGAP1,endoplasmic_reticulum;nucleus,2
Q9BXB4,OSBPL11,cytosol;endosome;golgi;lysosome;nucleus;vesicle,6
Q9UBT7-2,CTNNAL1,cytoskeleton;cytosol;plasma_membrane,3
Q8NEC7,GSTCD,extracellular;nucleus;vesicle,3
O75113,N4BP1,cytosol;nucleolus;nucleus,3
Q14BN4-2,SLMAP,cytoskeleton;endoplasmic_reticulum;mitochondrion;nucleus;plasma_membrane,5
P09884,POLA1,cytosol;nucleolus;nucleus,3
Q9UHQ1-2,NARF,cytoskeleton;nucleolus;nucleus,3
Q58EX7-2,PLEKHG4,cytosol;plasma_membrane,2
Q96SU4-2,OSBPL9,cytosol;endoplasmic_reticulum;endosome;golgi;lysosome;vesicle,6
Q12816,TRO,nucleus;plasma_membrane,2
Q9NXB0-2,MKS1,cytoskeleton;cytosol;plasma_membrane,3
Q9NZ71-2,RTEL1,nucleus,1
A0PK00,TMEM120B,nucleus,1
Q9UMX1,SUFU,cytosol;nucleus;plasma_membrane,3
Q9Y5A7-2,NUB1,cytosol;nucleolus;nucleus,3
Q14997,PSME4,cytosol;nucleus,2
Q8N960,CEP120,cytoskeleton,1
Q9H8H0,NOL11,nucleolus;nucleus,2
Q5VZE5,NAA35,cytosol,1
P78356,PIP4K2B,cytosol;endoplasmic_reticulum;nucleus;plasma_membrane,4
Q9Y6V7,DDX49,nucleolus;nucleus,2
Q9C0H5-2,ARHGAP39,cell junction;cytosol;nucleus;synapse,4
Q92802-2,N4BP2L2,extracellular;nucleus;vesicle,3
Q13009,TIAM1,cell junction;cytosol;nucleus;plasma_membrane;synapse,5
O43166-2,SIPA1L1,cell junction;cytoskeleton;plasma_membrane;synapse,4
Q9BY12,SCAPER,cytosol;endoplasmic_reticulum;nucleus,3
Q8N264-2,ARHGAP24,cell junction;cytoskeleton,2
Q96GX5-2,MASTL,cytoskeleton;nucleus;plasma_membrane,3
Q00653-4,NFKB2,cytosol;nucleus,2
Q6Y7W6-3,GIGYF2,cytosol;endoplasmic_reticulum;endosome;golgi;plasma_membrane;vesicle,6
Q969Q6,PPP2R3C,cytoskeleton;cytosol;golgi;nucleus,4
Q05397-2,PTK2,cell junction;cytoskeleton;cytosol;nucleus;plasma_membrane,5
Q70EK8,USP53,cell junction,1
Q99496,RNF2,nucleus,1
P52594-2,AGFG1,cytosol;nucleus;vesicle,3
Q96DU7,ITPKC,cytosol;nucleus,2
Q9UNK9,ANGEL1,cytosol;endoplasmic_reticulum;golgi;mitochondrion;nucleus,5
E9PLN6,EYA4,nucleus,1
P53814-5,SMTN,cytoskeleton;nucleus,2
Q5T6F2,UBAP2,nucleus,1
Q8TD10,MIPOL1,cytosol;nucleus,2
Q9HBM6,TAF9B,nucleus,1
Q6NXT1,ANKRD54,nucleus,1
Q5U5Q3,MEX3C,nucleus,1
Q96BR9,ZBTB8A,nucleus,1
Q13619,CUL4A,nucleus,1
P36776,LONP1,cytosol;mitochondrion;nucleus,3
Q9H3L0,MMADHC,cytosol;mitochondrion,2
Q92541,RTF1,nucleus,1
Q96B23-2,C18orf25,nucleus,1
O00267-2,SUPT5H,nucleus,1
O00203,AP3B1,endosome;golgi;lysosome;vesicle,4
O75064,DENND4B,cytosol;golgi;vesicle,3
P28370-2,SMARCA1,nucleus,1
O60264,SMARCA5,nucleolus;nucleus,2
Q9NRL2,BAZ1A,nucleus,1
E9PNC7,DRAP1,nucleus,1
Q9NXN4-2,GDAP2,lysosome,1
Q9NRG0,CHRAC1,nucleus,1
O43379-4,WDR62,cytoskeleton;nucleus,2
O75953,DNAJB5,cytosol,1
Q86WA8,LONP2,cytosol;peroxisome,2
Q9H9L7,AKIRIN1,nucleus,1
Q9Y217,MTMR6,cytosol;endoplasmic_reticulum;er_golgi_intermediate;nucleus;plasma_membrane,5
Q7L1V2,MON1B,endosome;vesicle,2
Q96GJ1-2,TRMT2B,mitochondrion,1
P26378-2,ELAVL4,plasma_membrane,1
Q9H2U1-2,DHX36,cytosol;extracellular;mitochondrion;nucleus;plasma_membrane;vesicle,6
Q92974-2,ARHGEF2,cell junction;cytoskeleton;cytosol;golgi;plasma_membrane;vesicle,6
O95453,PARN,cytosol;nucleolus;nucleus,3
Q9BVS4,RIOK2,cytosol;nucleus,2
P54132,BLM,cytosol;nucleolus;nucleus,3
Q9H8V3-2,ECT2,cell junction;cytoskeleton;cytosol;nucleus;plasma_membrane,5
Q6ZR52-2,ZNF493,nucleus,1
Q14593-2,ZNF273,nucleus,1
Q03936-3,ZNF92,nucleus,1
O75346,ZNF253,nucleus,1
Q9UPY3,DICER1,cytosol;extracellular;nucleus;vesicle,4
Q8TF50,ZNF526,nucleus,1
Q8IZH2-2,XRN1,cytosol;nucleus;plasma_membrane,3
Q96KR1,ZFR,nucleus,1
P19525,EIF2AK2,cytosol;nucleus,2
Q6NUN9-2,ZNF746,cytosol;nucleus,2
Q9UKV3,ACIN1,cytosol;nucleus;plasma_membrane,3
P18583-10,SON,nucleus,1
Q14498-2,RBM39,cytoskeleton;nucleus,2
Q9UKJ3-2,GPATCH8,nucleus,1
Q9H2G2-2,SLK,cytosol;extracellular;vesicle,3
P46020-2,PHKA1,cytosol;plasma_membrane,2
Q93100-2,PHKB,cytosol;plasma_membrane,2
Q9BYW2,SETD2,nucleus,1
O15234,CASC3,cytosol;nucleus;plasma_membrane,3
Q96MU7-2,YTHDC1,nucleus;plasma_membrane,2
Q5T200-2,ZC3H13,nucleus,1
O75494-2,SRSF10,nucleus,1
Q13085-4,ACACA,cytoskeleton;cytosol;mitochondrion;nucleolus;nucleus,5
Q9UPN9-2,TRIM33,nucleus,1
Q9NZW5,MPP6,cell junction;extracellular;plasma_membrane;vesicle,4
Q9Y3L3,SH3BP1,cell junction;cytosol;nucleus;plasma_membrane,4
O14974-3,PPP1R12A,cell junction;cytoskeleton;cytosol;nucleolus;nucleus;plasma_membrane,6
Q9UPN6,SCAF8,nucleus,1
O75382-2,TRIM3,endosome;golgi;plasma_membrane;vesicle,4
Q7Z7G8-2,VPS13B,endosome;er_golgi_intermediate;golgi;lysosome;vesicle,5
Q96RG2-2,PASK,cytosol;nucleus,2
O75563,SKAP2,cytosol;nucleus;plasma_membrane,3
Q16555,DPYSL2,cytoskeleton;cytosol;extracellular;plasma_membrane;vesicle,5
Q9Y680-2,FKBP7,endoplasmic_reticulum,1
Q6PCB0,VWA1,endoplasmic_reticulum;extracellular;vesicle,3
P61077-2,UBE2D3,cytosol;endosome;extracellular;nucleus;plasma_membrane;vesicle,6
Q96FW1,OTUB1,cytosol;extracellular;nucleus;vesicle,4
Q8IYS0,GRAMD1C,endoplasmic_reticulum;nucleus;plasma_membrane,3
Q96CP6-2,GRAMD1A,cytosol;endoplasmic_reticulum;nucleus;plasma_membrane;vesicle,5
Q8IZT6,ASPM,cytoskeleton;nucleus,2
Q12756-2,KIF1A,cell junction;cytoskeleton;plasma_membrane;synapse;vesicle,5
P42684,ABL2,cytoskeleton;cytosol;plasma_membrane,3
Q9ULV0,MYO5B,cytoskeleton;extracellular;vesicle,3
P20020-2,ATP2B1,cell junction;extracellular;nucleus;plasma_membrane;synapse;vesicle,6
Q16720-2,ATP2B3,cell junction;er_golgi_intermediate;extracellular;plasma_membrane;synapse;vesicle,6
O15078,CEP290,cytoskeleton;cytosol;extracellular;nucleus;plasma_membrane;vesicle,6
P16298-2,PPP3CB,cytosol;nucleus;plasma_membrane,3
Q5THJ4-2,VPS13D,extracellular;mitochondrion;vesicle,3
A8K8P3-2,SFI1,cytoskeleton;cytosol,2
O14795,UNC13B,cell junction;cytosol;golgi;plasma_membrane;synapse;vesicle,6
Q86U90,YRDC,mitochondrion;plasma_membrane,2
Q96PE2,ARHGEF17,cytosol,1
Q14999,CUL7,cytoskeleton;cytosol;golgi;nucleus;plasma_membrane,5
Q5VZ89-2,DENND4C,cytosol;golgi;plasma_membrane;vesicle,4
Q99590-2,SCAF11,nucleolus;nucleus,2
P29144,TPP2,cytosol;nucleus,2
O76024,WFS1,endoplasmic_reticulum;nucleus;plasma_membrane;vesicle,4
Q5T0W9,FAM83B,cytosol,1
Q9Y283-2,INVS,cytoskeleton;nucleus;plasma_membrane,3
Q8N3Y1-2,FBXW8,cytoskeleton;cytosol;golgi;plasma_membrane,4
P78411,IRX5,nucleus,1
Q8NEV4,MYO3A,cytoskeleton;plasma_membrane,2
F5GWF2,JRK,nucleus,1
Q96P11-2,NSUN5,nucleolus;nucleus,2
P23677,ITPKA,cytoskeleton;cytosol;nucleus,3
P85298-2,ARHGAP8,cytosol,1
Q7Z628-2,NET1,cytosol;nucleus,2
Q9NRF2-2,SH2B1,cytosol;nucleus;plasma_membrane,3
Q9Y613,FHOD1,cytoskeleton;cytosol;nucleus;plasma_membrane,4
Q15040,JOSD1,cytosol;plasma_membrane,2
Q15853-3,USF2,nucleus,1
Q8IUH5,ZDHHC17,cell junction;golgi;plasma_membrane;synapse;vesicle,5
Q14166,TTLL12,cytoskeleton;cytosol;nucleus,3
Q14249,ENDOG,mitochondrion;nucleus,2
P29320,EPHA3,cytoskeleton;cytosol;endosome;extracellular;nucleus;plasma_membrane;vesicle,7
Q5JZY3-2,EPHA10,extracellular;plasma_membrane,2
Q9HDC5,JPH1,endoplasmic_reticulum;nucleus;plasma_membrane,3
P30154-2,PPP2R1B,cytosol;extracellular;nucleus;vesicle,4
P63151,PPP2R2A,cytosol;nucleus,2
O95825,CRYZL1,cytosol;endosome;vesicle,3
O75534-2,CSDE1,cytosol;golgi;plasma_membrane,3
Q8NBF2,NHLRC2,cytosol;extracellular;vesicle,3
P98164,LRP2,endosome;extracellular;lysosome;plasma_membrane;vesicle,5
P35556,FBN2,extracellular,1
Q96RS6-2,NUDCD1,cytosol;nucleus,2
P23142-3,FBLN1,extracellular;vesicle,2
Q9NVM4-3,PRMT7,cytosol;nucleolus;nucleus,3
Q15751,HERC1,cytosol;golgi,2
P15848,ARSB,endoplasmic_reticulum;extracellular;lysosome;plasma_membrane;vesicle,5
Q9BY44,EIF2A,extracellular,1
P30622-1,CLIP1,cytoskeleton;cytosol;nucleus;plasma_membrane;vesicle,5
Q8N697,SLC15A4,endosome;lysosome;plasma_membrane;vesicle,4
Q9Y3C4-3,TPRKB,cytosol;nucleus,2
P18846,ATF1,nucleus,1
Q9Y4X4,KLF12,nucleus,1
P0CG13,CHTF8,nucleus,1
P50991,CCT4,cytoskeleton;cytosol;extracellular;vesicle,4
P17987,TCP1,cytoskeleton;cytosol;extracellular;vesicle,4
P40227,CCT6A,cytoskeleton;cytosol;extracellular;vesicle,4
Q6ZWB6,KCTD8,cell junction;plasma_membrane;synapse,3
Q07812-2,BAX,cytosol;endoplasmic_reticulum;extracellular;mitochondrion;nucleus;vesicle,6
O95817,BAG3,cytosol;nucleus,2
Q5GLZ8-2,HERC4,cytosol;nucleolus;nucleus,3
P42694,HELZ,cytosol;nucleus,2
A0AVF1,TTC26,cytoskeleton;plasma_membrane,2
Q5VUA4,ZNF318,nucleus,1
Q6ZRV2,FAM83H,cytoskeleton,1
Q9UG01-2,IFT172,cytoskeleton;extracellular;plasma_membrane;vesicle,4
O14628-4,ZNF195,nucleus,1
O94972-2,TRIM37,cytosol;nucleus;peroxisome,3
Q8TB72-3,PUM2,cytosol;nucleus,2
Q96PU5-2,NEDD4L,cytosol;endosome;extracellular;golgi;nucleus;plasma_membrane;vesicle,7
P23468-3,PTPRD,cell junction;extracellular;plasma_membrane;synapse;vesicle,5
Q9NPF0,CD320,endoplasmic_reticulum;plasma_membrane,2
Q86WH2,RASSF3,cytoskeleton;cytosol,2
P11362-14,FGFR1,cytosol;extracellular;nucleus;plasma_membrane;vesicle,5
E9PJD7,CYHR1,nucleus,1
P36894,BMPR1A,plasma_membrane,1
Q9P2P5,HECW2,cytoskeleton,1
Q7Z4F1,LRP10,plasma_membrane,1
Q9BYM8,RBCK1,cytosol,1
Q9UGP4,LIMD1,cell junction;cytosol;nucleus;plasma_membrane,4
Q5T7V8,GORAB,golgi,1
Q86V97,KBTBD6,cytosol;nucleus,2
Q86XN8,MEX3D,nucleus,1
Q9UKY4,POMT2,endoplasmic_reticulum;nucleus,2
Q8N4A0,GALNT4,extracellular;golgi;vesicle,3
Q9NZU0,FLRT3,cell junction;endoplasmic_reticulum;extracellular;nucleus;plasma_membrane;synapse,6
Q9Y624,F11R,cell junction;extracellular;plasma_membrane;vesicle,4
Q5W0Z9-3,ZDHHC20,endoplasmic_reticulum;er_golgi_intermediate;golgi;nucleus;plasma_membrane,5
Q6RW13,AGTRAP,endoplasmic_reticulum;golgi;nucleus;plasma_membrane;vesicle,5
P78312-2,FAM193A,nucleus,1
Q96FA3,PELI1,cytosol;nucleolus;nucleus,3
P20393,NR1D1,cell junction;nucleus;plasma_membrane;synapse,4
Q96JG8-4,MAGED4B,nucleus,1
Q8IY18,SMC5,nucleus,1
Q16513,PKN2,cell junction;cytoskeleton;cytosol;nucleus;plasma_membrane,5
P54646,PRKAA2,cytosol;endoplasmic_reticulum;nucleus;plasma_membrane,4
Q5BKZ1,ZNF326,nucleus,1
Q9H000,MKRN2,nucleus,1
P11940-2,PABPC1,cell junction;cytosol;extracellular;nucleus;plasma_membrane;vesicle,6
Q9Y6M1-1,IGF2BP2,cytoskeleton;cytosol;nucleus,3
Q96E39,RBMXL1,nucleus,1
Q7Z6J9,TSEN54,nucleolus;nucleus,2
Q6PKG0,LARP1,cytosol,1
P14866,HNRNPL,extracellular;nucleus;vesicle,3
O75319,DUSP11,extracellular;mitochondrion;nucleolus;nucleus,4
A6NFI3,ZNF316,nucleus,1
O14556,GAPDHS,cytosol;nucleus,2
O76071,CIAO1,cytoskeleton;cytosol,2
Q9BX10-2,GTPBP2,extracellular;vesicle,2
Q9H6U8-3,ALG9,endoplasmic_reticulum;nucleus,2
Q9BQT9,CLSTN3,cell junction;endoplasmic_reticulum;golgi;nucleus;plasma_membrane;synapse,6
Q9BY71,LRRC3,plasma_membrane,1
Q7Z2K6,ERMP1,endoplasmic_reticulum;nucleus,2
O96005-2,CLPTM1,plasma_membrane,1
Q9Y561-2,LRP12,plasma_membrane,1
Q9Y6Y8,SEC23IP,cytosol;endoplasmic_reticulum;er_golgi_intermediate;golgi;vesicle,5
P61764-2,STXBP1,cytosol;extracellular;mitochondrion;nucleus;plasma_membrane;vesicle,6
Q9BT67,NDFIP1,cell junction;endoplasmic_reticulum;endosome;extracellular;golgi;plasma_membrane;synapse;vesicle,8
Q9BTT6,LRRC1,cytosol,1
Q5T1M5,FKBP15,endosome;plasma_membrane;vesicle,3
P63027,VAMP2,cell junction;cytosol;golgi;plasma_membrane;synapse;vesicle,6
Q13136,PPFIA1,cell junction;cytosol;synapse,3
Q9UJP4,KLHL21,cytoskeleton;cytosol,2
Q9UL63,MKLN1,cytosol;nucleus;plasma_membrane,3
Q6VN20,RANBP10,cytosol;nucleus,2
Q2TAA5,ALG11,endoplasmic_reticulum;nucleus,2
Q9UBE0,SAE1,cytosol;nucleus,2
P46060,RANGAP1,cytoskeleton;cytosol;nucleus,3
O75197,LRP5,endoplasmic_reticulum;plasma_membrane,2
Q6RFH5-2,WDR74,nucleolus;nucleus,2
O75161,NPHP4,cell junction;cytoskeleton;cytosol;nucleus;plasma_membrane,5
Q8WVP7-3,LMBR1,plasma_membrane,1
Q68DH5,LMBRD2,plasma_membrane,1
P38435,GGCX,endoplasmic_reticulum;nucleus,2
O43759-2,SYNGR1,cell junction;cytosol;lysosome;plasma_membrane;synapse;vesicle,6
O43760,SYNGR2,cell junction;extracellular;synapse;vesicle,4
O43808,SLC25A17,cytosol;peroxisome,2
P33527-2,ABCC1,cell junction;extracellular;plasma_membrane;vesicle,4
Q92520,FAM3C,extracellular;golgi;vesicle,3
P04920-2,SLC4A2,cell junction;plasma_membrane,2
Q5T3U5-2,ABCC10,lysosome;plasma_membrane,2
Q9H490-2,PIGU,endoplasmic_reticulum;nucleus;plasma_membrane,3
Q96GC9,VMP1,endoplasmic_reticulum;er_golgi_intermediate;nucleolus;nucleus;plasma_membrane,5
Q8N6M3,FITM2,endoplasmic_reticulum;nucleus,2
P53794,SLC5A3,plasma_membrane,1
Q5T3F8-3,TMEM63B,cytoskeleton;endoplasmic_reticulum;endosome;lysosome;nucleus;plasma_membrane;vesicle,7
Q8WU17,RNF139,endoplasmic_reticulum;nucleus,2
Q9NUT2-2,ABCB8,mitochondrion;nucleolus;nucleus;plasma_membrane,4
Q9BTV4,TMEM43,endoplasmic_reticulum;golgi;nucleus;plasma_membrane,4
Q9UGH3,SLC23A2,plasma_membrane,1
Q9H1C4,UNC93B1,endoplasmic_reticulum;endosome;golgi;lysosome;nucleus;vesicle,6
P48029,SLC6A8,plasma_membrane,1
Q6UWP7,LCLAT1,endoplasmic_reticulum;nucleus,2
Q9NR77,PXMP2,cytosol;peroxisome,2
Q8WUD6,CHPT1,endoplasmic_reticulum;golgi;nucleus,3
A6NGC4,TLCD2,plasma_membrane,1
Q99717,SMAD5,cytosol;mitochondrion;nucleus,3
Q99828,CIB1,cytoskeleton;endoplasmic_reticulum;extracellular;golgi;nucleus;plasma_membrane;vesicle,7
Q86YT6,MIB1,cytoskeleton;cytosol;plasma_membrane,3
Q9BTN0,LRFN3,cell junction;plasma_membrane;synapse,3
P09038-1,FGF2,extracellular;nucleus,2
Q9Y5Q8-2,GTF3C5,nucleus,1
Q9UKD1,GMEB2,cytosol;nucleus,2
Q969F1,GTF3C6,nucleus,1
E7ETE0,METTL8,mitochondrion,1
P55010,EIF5,cytosol;plasma_membrane,2
P53367,ARFIP1,cytosol;golgi,2
Q5T8D3-2,ACBD5,cytosol;nucleus;peroxisome,3
Q9BSJ8-2,ESYT1,endoplasmic_reticulum;nucleus;plasma_membrane,3
Q8N1B4,VPS52,endosome;golgi;vesicle,3
O14523,C2CD2L,endoplasmic_reticulum;nucleus;plasma_membrane,3
Q8NEN9,PDZD8,endoplasmic_reticulum;mitochondrion;nucleus,3
Q969V5,MUL1,mitochondrion;peroxisome;plasma_membrane,3
O60266,ADCY3,golgi;plasma_membrane,2
Q9BWL3-2,C1orf43,cytosol;endoplasmic_reticulum;golgi;mitochondrion;nucleus;plasma_membrane,6
O43739-2,CYTH3,cell junction;cytosol;golgi;plasma_membrane,4
